timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1711329823716,160,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-9,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",880,216,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,160,0,0
1711329823750,153,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",880,400,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,153,0,0
1711329823750,171,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-6,text,true,,1017,252,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,159,0,0
1711329823797,155,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",880,216,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,155,0,0
1711329823797,173,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",834,241,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,157,0,0
1711329823809,161,GET Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-10,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",808,245,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/3853?nome=Coco+bambu,161,0,0
1711329823811,159,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-8,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",834,241,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,159,0,0
1711329823814,156,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",880,400,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,156,0,0
1711329823814,158,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",834,241,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,158,0,0
1711329823863,157,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-7,text,true,,1017,252,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,157,0,0
1711329823876,164,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-9,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",880,400,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,164,0,0
1711329823904,161,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",834,241,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,160,0,0
1711329823922,162,GET Tipo de Cozinha Restaurantes,200,,jp@gc - Stepping Thread Group 1-6,text,true,,855,244,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?tipoCozinha=Carnes,162,0,0
1711329823952,169,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",880,400,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,169,0,0
